"pu_month","pu_hour","airport","num_trips_airport","avg_trip_dist","avg_tip_amount","avg_fare_amount"
6,15,"Y",38844,12.7811134280713,6.70867598599526,42.6211512717537
7,15,"N",319236,1.99690930847398,1.68059279028681,11.1817561929106
7,15,"Y",35361,12.8563459743786,6.30667232261531,41.7490161477334
8,15,"N",299994,2.02789039114116,1.65835713380934,11.0768467036007
8,15,"Y",36990,12.7817188429305,6.15211002973777,41.7173733441471
9,15,"N",327814,1.97357406944182,1.78511247231662,11.4550329760169
9,15,"Y",39336,13.0139920174903,6.71137075452512,43.1654436139923
10,15,"N",356985,1.96269313836716,1.81603014132246,11.5167023264283
10,15,"Y",41002,12.9318962489635,6.77240134627579,43.0270569728306
11,15,"N",355168,1.86746553743581,1.79464194409406,11.2935382410578
11,15,"Y",37623,12.7619057491428,6.78880791005502,42.4882359195173
12,15,"N",366921,1.91664309210975,1.76485267945961,12.4152092684801
12,15,"Y",36901,12.7436871629495,6.74068697325276,42.8062781496436
1,16,"N",384889,1.94843204144572,1.45327034547623,10.8640342280502
1,16,"Y",33716,12.964080555226,6.91285621070115,41.2367831296714
2,16,"N",341746,2.00135884545832,1.76659463461167,10.647020447935
2,16,"Y",33072,13.2024830672472,7.31088534107402,42.2974241049831
3,16,"N",368772,2.03278573210547,1.81447029600946,10.9769220548198
3,16,"Y",39995,12.9209201150144,7.0895584448056,41.8186340792599
4,16,"N",353091,2.00257905185915,1.82346887912748,11.0574455310387
4,16,"Y",38610,12.912646982647,6.8999842009842,42.2957847707848
5,16,"N",349894,1.9857639742322,1.87317396125684,11.4465126009591
5,16,"Y",40698,12.8320180352843,6.91624305862696,42.8803550543024
6,16,"N",317100,2.01186549984232,1.8676839482813,11.5220661936298
6,16,"Y",38139,12.7957809591232,7.01144995935919,42.9519591494271
7,16,"N",298799,2.04288478207758,1.7987261336216,11.4996083320225
7,16,"Y",33941,12.8359008279073,6.48294717303556,42.0376031937774
